COUNTRY,TF14,YEAR,mean_perc,SE420,SE605,SE131,SE136,SE207,SE270,SE281,SE336,SE360,SE370,SE375,SE380,SE135,SE206,SE256,SE600,SE405,SE132,SE425,SE011,plus,miners
(FRA) France,(16) Specialist other fieldcrops,2004,8.037697531255949,37000.0,37760.0,170173.0,1426.4177284000002,735.19413369,168529.0,54133.0,46759.0,30860.0,14099.0,17102.0,5576.0,149904.0,10737.0,9532.0,34813.0,544.0,1.0097506643,34137.778492000005,3463.26,205530.0,168529.0
(FRA) France,(20) Specialist horticulture,2004,2.862219965729517,25706.0,4065.0,236839.0,28439.305684,548.80111299,216687.0,58053.0,70488.0,27198.0,53071.0,3189.0,4688.0,230137.0,624.0,6078.0,2529.0,3025.0,1.0929986638,18541.260151,7305.28,242393.0,216687.0
(FRA) France,(35) Specialist wine,2004,14.688709779780416,49068.0,4971.0,175625.0,7074.0357162,790.15539475,130258.0,15178.0,45726.0,21756.0,26927.0,15840.0,4830.0,168299.0,854.0,6472.0,2119.0,1582.0,1.3482888612000001,34711.933149000004,4441.54,179326.0,130258.0
(FRA) France,(36) Specialist orchards - fruits,2004,2.030843434663959,21690.0,12503.0,171942.0,5463.2330436,1282.3776264,162594.0,26405.0,53102.0,23458.0,49443.0,6594.0,3593.0,160090.0,2716.0,9137.0,9767.0,2575.0,1.0574931067,18153.124322,7063.29,184284.0,162594.0
(FRA) France,(37) Specialist olives,2004,0.006346385733324872,,,,,,,,,,,,,,,,,,,,,,
(FRA) France,(38) Permanent crops combined,2004,0.4854985085993527,19636.0,10812.0,137053.0,3544.2853867,1122.5249945,130317.0,21496.0,45221.0,18678.0,32746.0,8017.0,4160.0,127567.0,3045.0,6441.0,8666.0,4235.0,1.0516832603,18788.633174000002,5233.27,149954.0,130318.0
(FRA) France,(45) Specialist milk,2004,18.452116519642065,27090.0,21901.0,116627.0,175.52840335,1313.2024835000002,111130.0,36382.0,37724.0,23528.0,1553.0,7760.0,4184.0,12618.0,101511.0,2498.0,20288.0,1305.0,1.0494661217,22863.597216,2753.31,138220.0,111131.0
(FRA) France,(48) Specialist sheep and goats,2004,5.1437456368598085,20874.0,31650.0,76786.0,72.65250894,952.73649967,87780.0,31365.0,26921.0,19398.0,2265.0,4885.0,2946.0,6288.0,67091.0,3406.0,30696.0,1173.0,0.8747508067,17097.116209,2792.59,108655.0,87779.0
(FRA) France,(49) Specialist cattle,2004,15.900869454845465,23644.0,37752.0,82101.0,83.98042761399999,659.62890509,96576.0,31668.0,30596.0,21250.0,1527.0,7992.0,3543.0,8070.0,71951.0,2080.0,36431.0,1688.0,0.8501220434000001,22923.753332,2447.53,120220.0,96576.0
(FRA) France,(50) Specialist granivores,2004,4.661420321127118,23442.0,19659.0,262352.0,499.50160146,624.94608557,257902.0,146440.0,53212.0,33899.0,8234.0,6272.0,9844.0,23999.0,234001.0,4352.0,17900.0,1092.0,1.0172557627,23609.557567,3180.4,281344.0,257902.0
(FRA) France,(60) Mixed crops,2004,2.208542235197055,24211.0,23788.0,123533.0,1689.9881715999998,861.87388623,123277.0,34215.0,38848.0,20848.0,16555.0,9129.0,3682.0,107935.0,9684.0,5914.0,21832.0,2123.0,1.0020741339,20837.559816,3983.36,147488.0,123276.0
(FRA) France,(70) Mixed livestock,2004,3.6301326394618263,31107.0,30229.0,182788.0,262.08338037,800.69681213,181837.0,77814.0,49689.0,33814.0,3194.0,9861.0,7465.0,21048.0,158408.0,3332.0,28357.0,1799.0,1.0052338198000002,23942.370495,3336.92,212944.0,181837.0
(FRA) France,(80) Mixed crops and livestock,2004,9.383131306720822,30197.0,41001.0,132503.0,526.76040404,903.96043439,142501.0,51206.0,41351.0,28487.0,4328.0,12103.0,5027.0,56921.0,71083.0,4499.0,38843.0,1353.0,0.9298357342,27482.835248000003,2939.21,172699.0,142501.0
(HUN) Hungary,(15) Specialist COP,2004,23.45461295711899,11911.0,13223.0,52017.0,531.99549652,655.81365574,53585.0,16050.0,18670.0,8091.0,5143.0,2825.0,2806.0,43706.0,1245.0,7067.0,12794.0,686.0,0.9707365265000001,16840.95165,2873.74,65497.0,53585.0
(HUN) Hungary,(16) Specialist other fieldcrops,2004,4.715054761462781,19446.0,17445.0,99066.0,807.86702914,682.89129062,97372.0,30774.0,28725.0,13105.0,13676.0,6222.0,4870.0,75282.0,2701.0,21083.0,15345.0,2408.0,1.0173915695,14911.657732,6166.96,116819.0,97372.0
(HUN) Hungary,(20) Specialist horticulture,2004,6.292927417857806,3686.0,1110.0,28292.0,6124.353855899999,671.77229737,25558.0,8181.0,7345.0,4457.0,3924.0,253.0,1396.0,27951.0,48.0,293.0,829.0,123.0,1.1069809337999998,4324.6814001,4647.09,29244.0,25558.0
(HUN) Hungary,(35) Specialist wine,2004,3.545572674958233,11869.0,1362.0,45396.0,4779.2407473,-133.6700081,34590.0,3179.0,16221.0,7518.0,5471.0,320.0,1881.0,43081.0,-4.0,2319.0,676.0,387.0,1.3124108229,8838.4011158,4764.86,46459.0,34590.0
(HUN) Hungary,(36) Specialist orchards - fruits,2004,2.970113235567106,-3551.0,3212.0,27450.0,1335.2671439,653.40426173,35221.0,8013.0,8985.0,8956.0,6215.0,494.0,2557.0,24054.0,104.0,3293.0,2934.0,1286.0,0.7793752884999999,1966.1164072000001,4953.9,31670.0,35221.0
(HUN) Hungary,(38) Permanent crops combined,2004,0.6868386857248933,,,,,,,,,,,,,,,,,,,,,,
(HUN) Hungary,(45) Specialist milk,2004,4.538704288100984,7212.0,14015.0,87655.0,403.09345795,1129.0901032,94006.0,41699.0,25521.0,7130.0,14214.0,1894.0,3548.0,24697.0,53781.0,9178.0,13226.0,337.0,0.9324405025,9513.337817,6134.57,101218.0,94007.0
(HUN) Hungary,(48) Specialist sheep and goats,2004,2.515314646370893,7174.0,10557.0,29938.0,118.59540242,437.021158,33050.0,18212.0,7610.0,4340.0,1760.0,534.0,594.0,9664.0,19627.0,646.0,10234.0,52.0,0.9058303034,6346.2127923,3471.8,40224.0,33050.0
(HUN) Hungary,(49) Specialist cattle,2004,1.1509188787822537,3833.0,10856.0,29814.0,186.20169147,370.34786589,36541.0,19190.0,10716.0,3773.0,1347.0,318.0,1196.0,14396.0,13987.0,1432.0,10702.0,-142.0,0.8159029934,6537.6843366,2299.57,40374.0,36540.0
(HUN) Hungary,(50) Specialist granivores,2004,7.601633562279562,4528.0,8510.0,101856.0,442.79757942,957.73604757,105743.0,58829.0,21146.0,6333.0,13699.0,1798.0,3937.0,9475.0,83505.0,8877.0,7985.0,430.0,0.9632458429,9034.7088334,5728.85,110271.0,105743.0
(HUN) Hungary,(60) Mixed crops,2004,12.103211434935957,905.0,2496.0,12457.0,650.55671107,638.80114435,14237.0,4199.0,4693.0,3053.0,1723.0,211.0,358.0,11122.0,490.0,845.0,2500.0,185.0,0.87497899,2854.1775259,2316.78,15142.0,14237.0
(HUN) Hungary,(70) Mixed livestock,2004,4.297382587711156,45.0,12365.0,82800.0,416.16444323,790.72229255,93729.0,40806.0,23682.0,6145.0,16506.0,2258.0,4331.0,23888.0,46399.0,12512.0,10975.0,-1.0,0.8833964818000001,7580.008016500001,6712.68,93774.0,93728.0
(HUN) Hungary,(80) Mixed crops and livestock,2004,26.127714869129388,4478.0,7379.0,38166.0,500.47710013,787.52201014,40768.0,15737.0,11787.0,4556.0,5816.0,1360.0,1512.0,21047.0,13823.0,3296.0,6941.0,139.0,0.9361760309,8980.9735515,3193.15,45246.0,40769.0
(IRE) Ireland,(15) Specialist COP,2004,2.237863201588161,26386.0,23081.0,52048.0,877.86865616,283.38698270000003,48843.0,18460.0,13875.0,7470.0,2818.0,5268.0,952.0,46677.0,1354.0,4016.0,23411.0,-229.0,1.0656083474,47140.414092,1474.72,75230.0,48843.0
(IRE) Ireland,(16) Specialist other fieldcrops,2004,1.7144919689586715,20141.0,21510.0,92660.0,1439.0590396,352.05691054,93602.0,34432.0,24360.0,13453.0,8846.0,10430.0,2081.0,85227.0,5992.0,1441.0,21456.0,-372.0,0.9899346393999999,28315.443249,2973.74,113744.0,93603.0
(IRE) Ireland,(45) Specialist milk,2004,14.889009204114782,40829.0,11933.0,99850.0,34.847959697,1065.4062835000002,74021.0,35075.0,16251.0,13249.0,3543.0,3518.0,2385.0,1666.0,97406.0,777.0,15893.0,-893.0,1.3489359394999998,32254.062969,3719.36,114850.0,74021.0
(IRE) Ireland,(48) Specialist sheep and goats,2004,15.764302472477892,10152.0,14979.0,13192.0,14.413111915,315.51554438,17814.0,7758.0,4598.0,3776.0,409.0,943.0,330.0,593.0,12075.0,524.0,15163.0,-390.0,0.7405211373,12085.686541,2074.67,27965.0,17814.0
(IRE) Ireland,(49) Specialist cattle,2004,62.72333513806172,13097.0,16432.0,21928.0,20.126326822,425.38446953,25069.0,9536.0,7129.0,5614.0,591.0,1533.0,666.0,782.0,20147.0,1000.0,16687.0,-450.0,0.8747254864,14804.480384999999,2342.03,38165.0,25069.0
(IRE) Ireland,(70) Mixed livestock,2004,0.06316549359321422,,,,,,,,,,,,,,,,,,,,,,
(IRE) Ireland,(80) Mixed crops and livestock,2004,2.6078325212055584,27393.0,27402.0,57088.0,478.18609802,428.32428241,57459.0,23765.0,14625.0,11075.0,3213.0,3244.0,1537.0,29708.0,24354.0,3026.0,28156.0,-393.0,0.9935565338,27555.816844,2840.8,84851.0,57458.0
(ITA) Italy,(15) Specialist COP,2004,10.44624152983721,11697.0,10562.0,24650.0,1022.1666627999998,1079.0351948,22495.0,7759.0,6259.0,4943.0,1564.0,1870.0,100.0,21458.0,1379.0,1814.0,9515.0,27.0,1.0958205039,16520.347566,2059.74,34192.0,22495.0
(ITA) Italy,(16) Specialist other fieldcrops,2004,11.526443292333258,18593.0,9390.0,40521.0,2055.991474,1140.3141832000001,30234.0,9938.0,8317.0,5313.0,4245.0,2303.0,119.0,37566.0,411.0,2543.0,8168.0,138.0,1.3402507872,18317.971465000002,3084.62,48827.0,30234.0
(ITA) Italy,(20) Specialist horticulture,2004,3.7274567860779197,50080.0,466.0,125410.0,36818.953274,1360.5953720999998,77059.0,35975.0,13425.0,9819.0,16517.0,964.0,357.0,123669.0,247.0,1494.0,1646.0,83.0,1.6274609309999999,26606.436174000002,5723.89,127139.0,77058.0
(ITA) Italy,(35) Specialist wine,2004,10.378363195899212,17322.0,1279.0,42000.0,5915.8439791,1174.4098045,26996.0,8038.0,5584.0,7462.0,5021.0,530.0,361.0,40526.0,468.0,1006.0,2102.0,216.0,1.5557807654,17495.145231,2942.37,44318.0,26996.0
(ITA) Italy,(36) Specialist orchards - fruits,2004,10.522312076491861,16790.0,937.0,33060.0,5953.7454097,1315.5384191,16841.0,3884.0,3862.0,4736.0,3791.0,427.0,141.0,32270.0,146.0,645.0,479.0,92.0,1.9630704380000001,18620.769785,2503.58,33631.0,16841.0
(ITA) Italy,(37) Specialist olives,2004,13.645885753742085,8378.0,4125.0,12772.0,1989.9995255,1162.9923934,8217.0,1885.0,2261.0,2076.0,1873.0,114.0,8.0,10823.0,111.0,1838.0,3786.0,37.0,1.5542962445,12539.324828,1829.43,16595.0,8217.0
(ITA) Italy,(38) Permanent crops combined,2004,9.775650403173897,9790.0,2418.0,20963.0,2748.0986758999998,889.67342344,13369.0,3257.0,3092.0,3947.0,2743.0,274.0,56.0,19194.0,135.0,1634.0,2136.0,60.0,1.5680299473,11591.653617,2431.58,23159.0,13370.0
(ITA) Italy,(45) Specialist milk,2004,5.156412747082987,55274.0,9461.0,153821.0,1014.1975445,1781.6281114,109984.0,72975.0,13860.0,14479.0,4907.0,3068.0,695.0,29573.0,122420.0,1829.0,10658.0,779.0,1.3985726456,30540.377073000003,4898.46,165258.0,109984.0
(ITA) Italy,(48) Specialist sheep and goats,2004,3.618617388556649,29055.0,10417.0,55601.0,306.90345379,1000.0743620999999,38393.0,22239.0,5596.0,5614.0,3376.0,1457.0,111.0,16536.0,37370.0,1694.0,11673.0,175.0,1.4481998703999999,21152.78607,3711.9,67449.0,38393.0
(ITA) Italy,(49) Specialist cattle,2004,3.8795978793872226,26513.0,11437.0,74501.0,596.3096254,990.12309699,60692.0,40866.0,7349.0,8163.0,2100.0,2071.0,143.0,20193.0,52701.0,1607.0,12168.0,536.0,1.2275227648,20059.010103,3518.57,87205.0,60692.0
(ITA) Italy,(50) Specialist granivores,2004,1.0638173370627406,153689.0,10334.0,465041.0,1342.6364795999998,912.23816189,321933.0,230542.0,39986.0,21376.0,24571.0,4433.0,1025.0,31767.0,429700.0,3574.0,10056.0,526.0,1.4445259844,58997.37031699999,6902.32,475623.0,321933.0
(ITA) Italy,(60) Mixed crops,2004,10.409961730663452,13765.0,4740.0,32466.0,2385.7896115,1075.486905,23257.0,7999.0,5315.0,5287.0,3998.0,561.0,97.0,29129.0,1034.0,2303.0,4317.0,238.0,1.3959823202000001,14486.669578000001,2776.77,37021.0,23257.0
(ITA) Italy,(70) Mixed livestock,2004,0.30779313492574345,57307.0,8698.0,111024.0,471.70860218,1277.2199725,66991.0,41119.0,8433.0,8228.0,5648.0,3121.0,442.0,19017.0,86195.0,5812.0,13275.0,0.0,1.657280986,36456.10283,4178.67,124299.0,66992.0
(ITA) Italy,(80) Mixed crops and livestock,2004,5.541446744765762,16140.0,6460.0,37978.0,838.95083603,1225.366244,28622.0,13438.0,5992.0,6173.0,1943.0,944.0,132.0,18127.0,17013.0,2838.0,6661.0,123.0,1.3268987181999998,13765.557839,3157.5,44762.0,28621.0
(LTU) Lithuania,(15) Specialist COP,2004,4.317714533059193,25619.0,11824.0,43708.0,395.44201426,488.17077209,33911.0,18636.0,7661.0,4385.0,1265.0,1478.0,486.0,42000.0,1037.0,671.0,11440.0,4381.0,1.2889193934,13420.623781,3898.65,59529.0,33910.0
(LTU) Lithuania,(16) Specialist other fieldcrops,2004,4.609890704469214,14707.0,5722.0,26947.0,480.8279752,498.10189319,18972.0,10288.0,3851.0,2815.0,1113.0,726.0,179.0,24367.0,2113.0,467.0,5445.0,1287.0,1.4203206164,9154.8929329,3636.56,33679.0,18972.0
(LTU) Lithuania,(20) Specialist horticulture,2004,0.6276377015474516,14462.0,2543.0,30170.0,2626.2035093000004,666.90163209,19211.0,5460.0,4466.0,2263.0,6789.0,97.0,136.0,29244.0,438.0,488.0,2228.0,1276.0,1.5704087435,5583.0454361,7525.39,33674.0,19212.0
(LTU) Lithuania,(36) Specialist orchards - fruits,2004,1.709771669732713,,,,,,,,,,,,,,,,,,,,,,
(LTU) Lithuania,(45) Specialist milk,2004,32.83194459474083,5822.0,2754.0,12099.0,207.48665693,591.59780436,8940.0,5520.0,2123.0,991.0,81.0,142.0,83.0,4807.0,7204.0,88.0,2545.0,117.0,1.3533769619,4035.1012089,3351.18,14761.0,8940.0
(LTU) Lithuania,(49) Specialist cattle,2004,0.9955632507304404,,,,,,,,,,,,,,,,,,,,,,
(LTU) Lithuania,(50) Specialist granivores,2004,0.3138188507737258,,,,,,,,,,,,,,,,,,,,,,
(LTU) Lithuania,(60) Mixed crops,2004,1.8071637268693863,8460.0,4005.0,12091.0,646.67085467,548.56762633,7283.0,3191.0,2255.0,1202.0,485.0,107.0,45.0,11209.0,840.0,42.0,3705.0,-53.0,1.6600808199000001,5230.8345921,3891.6,15743.0,7283.0
(LTU) Lithuania,(70) Mixed livestock,2004,26.274212747538144,5291.0,2779.0,8999.0,252.1922655,494.16301635,6194.0,3363.0,1553.0,1114.0,67.0,89.0,8.0,4880.0,4064.0,54.0,2454.0,32.0,1.4528461556999999,3034.1325622,3807.24,11485.0,6193.0
(LTU) Lithuania,(80) Mixed crops and livestock,2004,26.512282220538903,5423.0,4088.0,12484.0,250.82594985,536.54803551,10881.0,5513.0,2468.0,1711.0,921.0,232.0,37.0,7277.0,4888.0,319.0,3695.0,125.0,1.1472498553000001,3422.0222121,4015.46,16304.0,10881.0
(LUX) Luxembourg,(15) Specialist COP,2004,0.6134969325153374,,,,,,,,,,,,,,,,,,,,,,
(LUX) Luxembourg,(16) Specialist other fieldcrops,2004,0.6134969325153374,,,,,,,,,,,,,,,,,,,,,,
(LUX) Luxembourg,(35) Specialist wine,2004,12.269938650306749,63045.0,7602.0,138570.0,15062.240624000002,294.12210253,91295.0,24346.0,24047.0,23131.0,14902.0,1831.0,3037.0,129107.0,284.0,9179.0,12243.0,3527.0,1.5178301169,34702.40098,5050.6,154340.0,91294.0
(LUX) Luxembourg,(45) Specialist milk,2004,39.263803680981596,37543.0,36731.0,131963.0,176.88458487,1139.4279743,138391.0,46865.0,34777.0,40568.0,2700.0,7739.0,5742.0,13636.0,105818.0,12510.0,41488.0,2483.0,0.9535523906000001,30587.214288,3702.23,175934.0,138392.0
(LUX) Luxembourg,(48) Specialist sheep and goats,2004,1.8404907975460123,,,,,,,,,,,,,,,,,,,,,,
(LUX) Luxembourg,(49) Specialist cattle,2004,33.74233128834356,27355.0,40885.0,94629.0,154.313459,718.12748724,109466.0,33271.0,29543.0,33444.0,1765.0,6849.0,4594.0,11719.0,67776.0,15134.0,43698.0,-1505.0,0.8644605959999999,29978.132528,3101.21,136822.0,109466.0
(LUX) Luxembourg,(50) Specialist granivores,2004,1.8404907975460123,,,,,,,,,,,,,,,,,,,,,,
(LUX) Luxembourg,(60) Mixed crops,2004,0.6134969325153374,,,,,,,,,,,,,,,,,,,,,,
(LUX) Luxembourg,(70) Mixed livestock,2004,3.6809815950920246,38474.0,48340.0,180305.0,266.24568204,754.6784712,199865.0,92133.0,41039.0,45394.0,4095.0,10054.0,7150.0,22174.0,145764.0,12367.0,57549.0,485.0,0.9021343000000001,35371.010418,3704.26,238339.0,199865.0
(LUX) Luxembourg,(80) Mixed crops and livestock,2004,5.521472392638037,39635.0,34621.0,132570.0,649.44187448,823.77403423,134417.0,44898.0,34668.0,40211.0,2195.0,6567.0,5879.0,50267.0,48964.0,33339.0,39759.0,1723.0,0.9862589615,36088.048320999995,3218.2,174052.0,134417.0
(LVA) Latvia,(15) Specialist COP,2004,6.956155143338955,17538.0,17002.0,49596.0,294.51974479,468.31299654,52758.0,17848.0,20053.0,8380.0,3502.0,816.0,2160.0,37360.0,1632.0,10604.0,16358.0,4342.0,0.9400671934999999,6936.0504894999995,5919.21,70296.0,52759.0
(LVA) Latvia,(16) Specialist other fieldcrops,2004,6.492411467116358,12613.0,9177.0,52738.0,574.07540422,670.67233789,51532.0,20349.0,16360.0,7810.0,4058.0,1017.0,1936.0,45795.0,2166.0,4777.0,7765.0,3641.0,1.023417131,5526.7574688,5672.39,64144.0,51532.0
(LVA) Latvia,(20) Specialist horticulture,2004,1.981450252951096,14589.0,3636.0,99566.0,11131.384337000001,-3934.363786,91507.0,15236.0,39692.0,12591.0,21250.0,997.0,1741.0,86724.0,-9.0,12851.0,3223.0,3307.0,1.0880726787000001,4717.5373561999995,14188.08,106096.0,91507.0
(LVA) Latvia,(36) Specialist orchards - fruits,2004,1.0118043844856661,,,,,,,,,,,,,,,,,,,,,,
(LVA) Latvia,(45) Specialist milk,2004,30.94435075885329,8032.0,6483.0,21253.0,152.196767,606.33635949,20224.0,10307.0,6452.0,1879.0,1161.0,113.0,313.0,6751.0,13144.0,1358.0,6398.0,605.0,1.0508988949,4058.5513325999996,4638.18,28256.0,20224.0
(LVA) Latvia,(48) Specialist sheep and goats,2004,0.5059021922428331,,,,,,,,,,,,,,,,,,,,,,
(LVA) Latvia,(49) Specialist cattle,2004,2.740303541315346,,,,,,,,,,,,,,,,,,,,,,
(LVA) Latvia,(50) Specialist granivores,2004,1.1382799325463744,25260.0,13730.0,556623.0,266.40203579,812.51631877,562965.0,357575.0,72353.0,51133.0,70616.0,312.0,10975.0,12010.0,530913.0,13700.0,12413.0,19189.0,0.9887355109999999,4478.1255163000005,37701.7,588225.0,562964.0
(LVA) Latvia,(60) Mixed crops,2004,3.583473861720068,,,,,,,,,,,,,,,,,,,,,,
(LVA) Latvia,(70) Mixed livestock,2004,20.531197301854974,5648.0,4302.0,12311.0,158.98234472,507.29834463,10910.0,6384.0,2944.0,1033.0,413.0,29.0,106.0,4662.0,7276.0,374.0,4122.0,125.0,1.128422934,3131.6119549000005,3999.9,16558.0,10910.0
(LVA) Latvia,(80) Mixed crops and livestock,2004,24.11467116357504,8084.0,6695.0,21609.0,228.26014992,550.72855491,21082.0,9146.0,7261.0,2125.0,2070.0,165.0,314.0,10975.0,8212.0,2422.0,6389.0,1168.0,1.02502398,3644.0808715000003,5460.24,29166.0,21082.0
(MLT) Malta,(16) Specialist other fieldcrops,2004,8.433734939759036,,,,,,,,,,,,,,,,,,,,,,
(MLT) Malta,(20) Specialist horticulture,2004,34.93975903614458,10729.0,1791.0,24852.0,8818.0614818,462.47414085,15762.0,5260.0,5914.0,1816.0,2521.0,176.0,76.0,24849.0,2.0,0.0,1639.0,0.0,1.5767159245,8661.471331899998,3786.8,26491.0,15762.0
(MLT) Malta,(35) Specialist wine,2004,0.0,,,,,,,,,,,,,,,,,,,,,,
(MLT) Malta,(36) Specialist orchards - fruits,2004,0.8032128514056224,,,,,,,,,,,,,,,,,,,,,,
(MLT) Malta,(38) Permanent crops combined,2004,1.2048192771084338,,,,,,,,,,,,,,,,,,,,,,
(MLT) Malta,(45) Specialist milk,2004,4.016064257028113,38550.0,15066.0,143598.0,1479.8819360999998,1149.5110554,119894.0,93722.0,15665.0,5668.0,2168.0,2063.0,609.0,7201.0,134609.0,1788.0,14846.0,0.0,1.1977095851000001,18205.640809,7473.26,158444.0,119894.0
(MLT) Malta,(48) Specialist sheep and goats,2004,8.032128514056225,,,,,,,,,,,,,,,,,,,,,,
(MLT) Malta,(49) Specialist cattle,2004,5.220883534136546,,,,,,,,,,,,,,,,,,,,,,
(MLT) Malta,(50) Specialist granivores,2004,8.433734939759036,62907.0,39899.0,136795.0,1644.8642470999998,960.87383082,113681.0,83591.0,17027.0,6085.0,5758.0,156.0,1064.0,1717.0,132971.0,2107.0,39793.0,0.0,1.2033243487,35104.367158999994,5246.08,176588.0,113681.0
(MLT) Malta,(60) Mixed crops,2004,20.080321285140563,8819.0,3510.0,12703.0,3608.7145494999995,648.96632128,7348.0,2351.0,2995.0,1659.0,251.0,89.0,3.0,12643.0,59.0,0.0,3464.0,0.0,1.7287835147,7118.4798956,3267.16,16167.0,7348.0
(MLT) Malta,(70) Mixed livestock,2004,0.4016064257028112,,,,,,,,,,,,,,,,,,,,,,
(MLT) Malta,(80) Mixed crops and livestock,2004,8.433734939759036,,,,,,,,,,,,,,,,,,,,,,
(NED) Netherlands,(15) Specialist COP,2004,0.3462489694971146,,,,,,,,,,,,,,,,,,,,,,
(NED) Netherlands,(16) Specialist other fieldcrops,2004,11.8878812860676,4693.0,14049.0,174963.0,3163.0988386999998,749.54320794,179506.0,55010.0,49448.0,27691.0,14843.0,16083.0,16432.0,147910.0,3655.0,23399.0,9768.0,-532.0,0.9746928772,27624.561144,4109.65,184199.0,179507.0
(NED) Netherlands,(20) Specialist horticulture,2004,20.44517724649629,41551.0,1397.0,552289.0,71258.96781,1025.4358011,507891.0,149215.0,146485.0,67041.0,110323.0,9945.0,24881.0,531628.0,1199.0,19462.0,-2568.0,-279.0,1.0874154545999999,33109.497364999996,11982.9,549442.0,507891.0
(NED) Netherlands,(36) Specialist orchards - fruits,2004,2.5721352019785657,34270.0,2195.0,227818.0,12276.355,793.24525356,193238.0,47403.0,55399.0,37876.0,33138.0,3813.0,15609.0,165121.0,37600.0,25096.0,681.0,-990.0,1.1789458784,27173.581600999998,7111.49,227509.0,193238.0
(NED) Netherlands,(45) Specialist milk,2004,32.18466611706513,37911.0,11691.0,186209.0,85.273886648,1709.3402313000001,155092.0,52531.0,46385.0,23265.0,2521.0,9965.0,20424.0,3531.0,171554.0,11124.0,8978.0,-2184.0,1.2006388423999999,45825.595006999996,3890.93,193003.0,155092.0
(NED) Netherlands,(48) Specialist sheep and goats,2004,3.099752679307502,,,,,,,,,,,,,,,,,,,,,,
(NED) Netherlands,(49) Specialist cattle,2004,9.183841714756802,23836.0,24552.0,96567.0,186.99433691,654.73959581,92224.0,30109.0,30801.0,15964.0,914.0,5443.0,8994.0,4784.0,76521.0,15263.0,21427.0,-1934.0,1.0470948087,32040.928466,2889.02,116060.0,92224.0
(NED) Netherlands,(50) Specialist granivores,2004,12.102225886232482,26063.0,2700.0,398517.0,856.7723792000002,936.03984287,371452.0,253545.0,47760.0,34528.0,9177.0,3980.0,22463.0,6589.0,381264.0,10665.0,-362.0,-641.0,1.072864195,43466.955598,3225.2,397514.0,371453.0
(NED) Netherlands,(60) Mixed crops,2004,1.8466611706512779,30290.0,3661.0,249177.0,7433.8276072,2360.5868778,219009.0,72499.0,53961.0,30336.0,28067.0,18990.0,15156.0,213420.0,6718.0,29038.0,1666.0,-1545.0,1.1377474981,24440.767971,8523.36,249298.0,219009.0
(NED) Netherlands,(70) Mixed livestock,2004,3.0173124484748555,32948.0,8259.0,247814.0,306.93389162,1182.0145205000001,217437.0,116119.0,47263.0,24325.0,1044.0,9567.0,19118.0,9786.0,232980.0,5048.0,5685.0,-3114.0,1.1397052379000001,35296.335359,4450.51,250385.0,217436.0
(NED) Netherlands,(80) Mixed crops and livestock,2004,3.3140972794723824,5039.0,20071.0,215820.0,1447.0766138000001,867.34900401,225236.0,84704.0,58492.0,35853.0,5104.0,18896.0,22187.0,89347.0,108251.0,18222.0,15196.0,-740.0,0.9581938687,30421.466774,3830.32,230276.0,225235.0
(OST) Austria,(15) Specialist COP,2004,4.4685990338164245,16555.0,27653.0,36360.0,586.00812996,1012.9143847999999,45328.0,8077.0,18431.0,12728.0,315.0,3861.0,1916.0,24065.0,430.0,11864.0,27258.0,-1735.0,0.8021554383,28344.032144,1900.24,61883.0,45327.0
(OST) Austria,(16) Specialist other fieldcrops,2004,7.158541941150637,30837.0,25606.0,58016.0,1143.8939166,831.30074269,52495.0,12918.0,18342.0,12571.0,2916.0,4286.0,1463.0,48645.0,1373.0,7998.0,26656.0,-1340.0,1.1051658576,35329.341074,2533.06,83332.0,52496.0
(OST) Austria,(20) Specialist horticulture,2004,0.4281949934123847,,,,,,,,,,,,,,,,,,,,,,
(OST) Austria,(35) Specialist wine,2004,6.763285024154589,32892.0,14493.0,65631.0,2765.5331655,946.30795369,49302.0,9924.0,20325.0,11998.0,3381.0,1943.0,1731.0,57341.0,488.0,7802.0,16243.0,320.0,1.3311956949,21680.093937,4075.78,82194.0,49302.0
